"id","pmid","title","author","refrence","link"
"1102","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1103","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1104","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1105","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1106","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1107","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1108","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1109","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1110","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1111","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1112","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1113","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1114","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1115","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1116","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1117","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1118","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1119","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1120","23271625","Review on the angiotensin-I-converting enzyme (ACE) inhibitor peptides from marine proteins.","He HL1, Liu D, Ma CB.","Appl Biochem Biotechnol. 2013 Feb;169(3):738-49.","http://www.ncbi.nlm.nih.gov/pubmed?term=23271625"
"1121","1121_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1122","1122_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1123","1123_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1124","1124_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1125","1125_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1126","1126_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1127","1127_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1128","1128_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1129","1129_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1130","1130_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1131","1131_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1132","1132_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1133","1133_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1134","1134_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1135","1135_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1136","1136_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1137","1137_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1138","1138_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1139","1139_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1140","1140_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1141","1141_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1142","1142_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1143","1143_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1144","1144_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1145","1145_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1146","1146_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1147","1147_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1148","1148_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1149","1149_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1150","1150_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1151","1151_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1152","1152_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1153","1153_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1154","1154_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1155","1155_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1156","1156_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1157","1157_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1158","1158_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1159","1159_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1160","1160_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1161","1161_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1162","1162_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1163","1163_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1164","1164_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1165","1165_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1166","1166_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1167","1167_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1168","1168_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1169","1169_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1170","1170_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1171","1171_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1172","1172_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1173","1173_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1174","1174_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1175","1175_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1176","1176_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1177","1177_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1178","1178_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
"1179","1179_link","MILK PROTEINS AS PRECURSORS OF BIOACTIVE PEPTIDES","Marta Dziuba, Bart?omiej Dziuba, Anna Iwaniak","Acta Sci. Pol.,Technol. Aliment. 8(1) 2009,71-90","http://www.sciencedirect.com/science/article/pii/092422449090029X"
